Node [word=A, frequency=32]
Node [word=persisted, frequency=2]
Node [word=person, frequency=13]
Node [word=personage, frequency=1]
Node [word=personal, frequency=9]
Node [word=personally, frequency=4]
Node [word=persons, frequency=3]
Node [word=perspective, frequency=1]
Node [word=perspiring, frequency=1]
Node [word=pertness, frequency=1]
Node [word=perturbed, frequency=1]
Node [word=perversely, frequency=1]
Node [word=pessimism, frequency=1]
Node [word=pessimist, frequency=5]
Node [word=pessimistic, frequency=1]
Node [word=pest, frequency=1]
Node [word=petition, frequency=1]
Node [word=pew, frequency=1]
Node [word=philanthropist, frequency=3]
Node [word=philanthropists, frequency=2]
Node [word=philanthropy, frequency=2]
Node [word=phosphate, frequency=2]
Node [word=phosphates, frequency=8]
Node [word=phosphatesthe, frequency=1]
Node [word=phrase, frequency=6]
Node [word=phraseology, frequency=1]
Node [word=phrases, frequency=2]
Node [word=phrasing, frequency=1]
Node [word=physical, frequency=1]
Node [word=physically, frequency=1]
Node [word=piano, frequency=6]
Node [word=pick, frequency=3]
Node [word=picked, frequency=2]
Node [word=picking, frequency=3]
Node [word=picnic, frequency=1]
Node [word=picture, frequency=3]
Node [word=pictured, frequency=1]
Node [word=pictures, frequency=4]
Node [word=piece, frequency=2]
Node [word=pieced, frequency=1]
Node [word=pieces, frequency=4]
Node [word=piety, frequency=1]
Node [word=pile, frequency=1]
Node [word=piles, frequency=1]
Node [word=pill, frequency=1]
Node [word=pillow, frequency=1]
Node [word=pin, frequency=1]
Node [word=pines, frequency=1]
Node [word=pinheaded, frequency=1]
Node [word=pinkness, frequency=1]
Node [word=pint, frequency=1]
Node [word=pioneer, frequency=1]
Node [word=pious, frequency=2]
Node [word=pipes, frequency=1]
Node [word=pistol, frequency=2]
Node [word=pistols, frequency=1]
Node [word=pitch, frequency=1]
Node [word=piteously, frequency=1]
Node [word=pitfalls, frequency=1]
Node [word=pity, frequency=2]
Node [word=place, frequency=31]
Node [word=placed, frequency=1]
Node [word=places, frequency=3]
Node [word=placidly, frequency=1]
Node [word=placing, frequency=1]
Node [word=plain, frequency=7]
Node [word=plainly, frequency=9]
Node [word=plan, frequency=6]
Node [word=planethe, frequency=1]
Node [word=plank, frequency=1]
Node [word=plantation, frequency=7]
Node [word=planted, frequency=1]
Node [word=planting, frequency=1]
Node [word=plaster, frequency=1]
Node [word=plate, frequency=1]
Node [word=platyrrhine, frequency=3]
Node [word=play, frequency=2]
Node [word=played, frequency=4]
Node [word=playing, frequency=7]
Node [word=plays, frequency=3]
Node [word=playtime, frequency=1]
Node [word=pleasant, frequency=4]
Node [word=pleasantly, frequency=1]
Node [word=pleasantry, frequency=1]
Node [word=please, frequency=9]
Node [word=pleaseconvention, frequency=1]
Node [word=pleased, frequency=6]
Node [word=pleases, frequency=2]
Node [word=pleasurably, frequency=1]
Node [word=pleasure, frequency=10]
Node [word=pledge, frequency=2]
Node [word=plenty, frequency=1]
Node [word=plentyand, frequency=1]
Node [word=plight, frequency=2]
Node [word=plighted, frequency=2]
Node [word=plough, frequency=1]
Node [word=plume, frequency=1]
Node [word=plumped, frequency=1]
Node [word=plunge, frequency=1]
Node [word=plunged, frequency=2]
Node [word=plying, frequency=1]
Node [word=pocket, frequency=5]
Node [word=pockets, frequency=3]
Node [word=poem, frequency=4]
Node [word=poet, frequency=4]
Node [word=poetess, frequency=13]
Node [word=poetry, frequency=2]
Node [word=poetryor, frequency=1]
Node [word=poignant, frequency=1]
Node [word=point, frequency=16]
Node [word=pointed, frequency=3]
Node [word=pointher, frequency=1]
Node [word=pointing, frequency=2]
Node [word=points, frequency=3]
Node [word=poison, frequency=2]
Node [word=poisoned, frequency=1]
Node [word=poke, frequency=1]
Node [word=poked, frequency=1]
Node [word=poker, frequency=3]
Node [word=policeman, frequency=1]
Node [word=policy, frequency=1]
Node [word=polished, frequency=5]
Node [word=polite, frequency=7]
Node [word=politely, frequency=3]
Node [word=politeness, frequency=1]
Node [word=political, frequency=1]
Node [word=politicians, frequency=1]
Node [word=politics, frequency=3]
Node [word=pompous, frequency=1]
Node [word=pondered, frequency=4]
Node [word=poor, frequency=17]
Node [word=population, frequency=2]
Node [word=porcelain, frequency=1]
Node [word=porch, frequency=1]
Node [word=porchesthey, frequency=1]
Node [word=portended, frequency=1]
Node [word=portentous, frequency=1]
Node [word=porticoes, frequency=1]
Node [word=portion, frequency=1]
Node [word=portraits, frequency=1]
Node [word=portraitsone, frequency=1]
Node [word=position, frequency=15]
Node [word=possess, frequency=4]
Node [word=possessed, frequency=3]
Node [word=possesses, frequency=1]
Node [word=possession, frequency=2]
Node [word=possibility, frequency=2]
Node [word=possible, frequency=5]
Node [word=possibly, frequency=7]
Node [word=post, frequency=2]
Node [word=postman, frequency=1]
Node [word=postoffice, frequency=3]
Node [word=postponed, frequency=4]
Node [word=postponement, frequency=1]
Node [word=postscript, frequency=2]
Node [word=posture, frequency=1]
Node [word=pounced, frequency=1]
Node [word=pound, frequency=1]
Node [word=pounded, frequency=1]
Node [word=pounds, frequency=1]
Node [word=pour, frequency=1]
Node [word=poured, frequency=1]
Node [word=poverty, frequency=2]
Node [word=power, frequency=6]
Node [word=powers, frequency=3]
Node [word=practically, frequency=1]
Node [word=praesens, frequency=1]
Node [word=praise, frequency=1]
Node [word=pray, frequency=2]
Node [word=prayers, frequency=3]
Node [word=precarious, frequency=1]
Node [word=precaution, frequency=1]
Node [word=precautionary, frequency=1]
Node [word=preceding, frequency=1]
Node [word=precious, frequency=1]
Node [word=precipitate, frequency=1]
Node [word=precipitated, frequency=1]
Node [word=precise, frequency=1]
Node [word=precisely, frequency=4]
Node [word=precision, frequency=2]
Node [word=precocity, frequency=5]
Node [word=predecessor, frequency=2]
Node [word=predecessors, frequency=3]
Node [word=predetermined, frequency=1]
Node [word=predicament, frequency=1]
Node [word=preface, frequency=1]
Node [word=prefer, frequency=2]
Node [word=prefers, frequency=1]
Node [word=prejudice, frequency=4]
Node [word=prejudices, frequency=1]
Node [word=preliminaries, frequency=2]
Node [word=preoccupation, frequency=7]
Node [word=preordained, frequency=1]
Node [word=preparation, frequency=1]
Node [word=preparations, frequency=1]
Node [word=prepared, frequency=3]
Node [word=preparing, frequency=1]
Node [word=prerogative, frequency=1]
Node [word=prescribed, frequency=2]
Node [word=presence, frequency=5]
Node [word=present, frequency=32]
Node [word=presentability, frequency=1]
Node [word=presentable, frequency=1]
Node [word=presented, frequency=3]
Node [word=presenting, frequency=2]
Node [word=presently, frequency=10]
Node [word=presents, frequency=1]
Node [word=preserve, frequency=2]
Node [word=preserved, frequency=3]
Node [word=president, frequency=3]
Node [word=press, frequency=2]
Node [word=pressedrose, frequency=1]
Node [word=presume, frequency=4]
Node [word=presumed, frequency=1]
Node [word=pretend, frequency=2]
Node [word=pretension, frequency=1]
Node [word=pretensions, frequency=1]
Node [word=pretty, frequency=9]
Node [word=prevail, frequency=1]
Node [word=prevailed, frequency=1]
Node [word=prevailing, frequency=1]
Node [word=prevails, frequency=1]
Node [word=prevent, frequency=1]
Node [word=prevented, frequency=5]
Node [word=price, frequency=3]
Node [word=prices, frequency=1]
Node [word=pricked, frequency=1]
Node [word=pride, frequency=6]
Node [word=prim, frequency=1]
Node [word=primness, frequency=2]
Node [word=prince, frequency=1]
Node [word=princedom, frequency=1]
Node [word=princely, frequency=2]
Node [word=principle, frequency=3]
Node [word=print, frequency=1]
Node [word=prisoner, frequency=1]
Node [word=private, frequency=4]
Node [word=privately, frequency=2]
Node [word=privileged, frequency=1]
Node [word=prize, frequency=1]
Node [word=probability, frequency=1]
Node [word=probably, frequency=9]
Node [word=problem, frequency=3]
Node [word=problems, frequency=1]
Node [word=procedure, frequency=1]
Node [word=proceed, frequency=1]
Node [word=proceeded, frequency=5]
Node [word=proceeding, frequency=1]
Node [word=process, frequency=3]
Node [word=procession, frequency=2]
Node [word=proclaimed, frequency=1]
Node [word=prodigal, frequency=1]
Node [word=prodigious, frequency=2]
Node [word=prodigiously, frequency=1]
Node [word=produced, frequency=2]
Node [word=products, frequency=1]
Node [word=profile, frequency=2]
Node [word=profit, frequency=2]
Node [word=profitably, frequency=1]
Node [word=progenitors, frequency=1]
Node [word=progenitrix, frequency=1]
Node [word=progress, frequency=7]
Node [word=progressed, frequency=2]
Node [word=progressive, frequency=1]
Node [word=projecting, frequency=1]
Node [word=proletariat, frequency=1]
Node [word=prolong, frequency=2]
Node [word=prolonged, frequency=2]
Node [word=prominent, frequency=1]
Node [word=promise, frequency=2]
Node [word=promised, frequency=3]
Node [word=promising, frequency=1]
Node [word=prompt, frequency=3]
Node [word=prompted, frequency=1]
Node [word=prone, frequency=1]
Node [word=pronounce, frequency=2]
Node [word=pronounced, frequency=6]
Node [word=proof, frequency=4]
Node [word=proper, frequency=3]
Node [word=properly, frequency=5]
Node [word=property, frequency=2]
Node [word=prophecy, frequency=1]
Node [word=proportion, frequency=1]
Node [word=proportioned, frequency=1]
Node [word=proposing, frequency=1]
Node [word=propriety, frequency=4]
Node [word=prosperity, frequency=2]
Node [word=prostrate, frequency=1]
Node [word=protected, frequency=1]
Node [word=protector, frequency=1]
Node [word=protested, frequency=5]
Node [word=protesting, frequency=1]
Node [word=protracted, frequency=1]
Node [word=proud, frequency=2]
Node [word=prove, frequency=2]
Node [word=proved, frequency=5]
Node [word=proveda, frequency=1]
Node [word=proven, frequency=1]
Node [word=provide, frequency=1]
Node [word=provided, frequency=2]
Node [word=providing, frequency=1]
Node [word=provincial, frequency=1]
Node [word=provincialism, frequency=1]
Node [word=provincialnot, frequency=1]
Node [word=proximity, frequency=1]
Node [word=prudence, frequency=1]
Node [word=prying, frequency=1]
Node [word=public, frequency=10]
Node [word=publication, frequency=1]
Node [word=publicspirited, frequency=1]
Node [word=pudding, frequency=1]
Node [word=puffed, frequency=1]
Node [word=pugilism, frequency=1]
Node [word=pull, frequency=1]
Node [word=pulled, frequency=3]
Node [word=punctilious, frequency=1]
Node [word=pungent, frequency=1]
Node [word=punished, frequency=3]
Node [word=puppies, frequency=1]
Node [word=puppy, frequency=1]
Node [word=purchase, frequency=1]
Node [word=purchased, frequency=1]
Node [word=purchases, frequency=1]
Node [word=pure, frequency=2]
Node [word=purlieus, frequency=1]
Node [word=purple, frequency=1]
Node [word=purpose, frequency=6]
Node [word=purposely, frequency=1]
Node [word=purposes, frequency=1]
Node [word=purse, frequency=2]
Node [word=pursued, frequency=6]
Node [word=pursuing, frequency=3]
Node [word=push, frequency=1]
Node [word=pushed, frequency=3]
Node [word=pushes, frequency=1]
Node [word=put, frequency=32]
Node [word=puts, frequency=1]
Node [word=putting, frequency=1]
Node [word=puzzles, frequency=1]
Node [word=Queen, frequency=1]
Node [word=Quel, frequency=1]
Node [word=Qui, frequency=1]
Node [word=Quite, frequency=2]
Node [word=quackeries, frequency=1]
Node [word=quadrangles, frequency=1]
Node [word=quaint, frequency=3]
Node [word=qualifications, frequency=2]
Node [word=qualified, frequency=1]
Node [word=qualities, frequency=1]
Node [word=qualitiessave, frequency=1]
Node [word=quality, frequency=4]
Node [word=quantities, frequency=1]
Node [word=quarrel, frequency=2]
Node [word=quarter, frequency=1]
Node [word=quarterofanhourgood, frequency=1]
Node [word=queen, frequency=1]
Node [word=queer, frequency=2]
Node [word=quest, frequency=1]
Node [word=questing, frequency=1]
Node [word=question, frequency=16]
Node [word=questioned, frequency=1]
Node [word=questions, frequency=7]
Node [word=quick, frequency=4]
Node [word=quickly, frequency=7]
Node [word=quiet, frequency=20]
Node [word=quietly, frequency=6]
Node [word=quietness, frequency=2]
Node [word=quite, frequency=59]
Node [word=quixotism, frequency=1]
Node [word=quod, frequency=1]
Node [word=quotation, frequency=4]
Node [word=quoted, frequency=3]
Node [word=ROYALTY, frequency=1]
Node [word=Radium, frequency=1]
Node [word=Rather, frequency=2]
Node [word=Raw, frequency=1]
Node [word=RebI, frequency=1]
Node [word=Rebellion, frequency=1]
Node [word=Reconstruction, frequency=1]
Node [word=Records, frequency=1]
Node [word=Regent, frequency=1]
Node [word=Regular, frequency=1]
Node [word=Replacers, frequency=1]
Node [word=Republic, frequency=3]
Node [word=Republican, frequency=2]
Node [word=Republics, frequency=1]
Node [word=Retaliation, frequency=1]
Node [word=Rev, frequency=1]
Node [word=Richard, frequency=3]
Node [word=Rieppe, frequency=33]
Node [word=Rieppes, frequency=5]
Node [word=Rip, frequency=1]
Node [word=Roanoke, frequency=2]
Node [word=Rodgers, frequency=3]
Node [word=Roman, frequency=3]
Node [word=Romeo, frequency=5]
Node [word=Rosamond, frequency=1]
Node [word=Royal, frequency=7]
Node [word=Rush, frequency=1]
Node [word=race, frequency=21]
Node [word=races, frequency=1]
Node [word=racial, frequency=1]
Node [word=raciness, frequency=1]
Node [word=racy, frequency=1]
Node [word=radiant, frequency=1]
Node [word=radical, frequency=1]
Node [word=radium, frequency=1]
Node [word=rag, frequency=2]
Node [word=rage, frequency=2]
Node [word=raging, frequency=1]
Node [word=rags, frequency=1]
Node [word=raid, frequency=2]
Node [word=railing, frequency=2]
Node [word=railroad, frequency=2]
Node [word=rails, frequency=1]
Node [word=rain, frequency=4]
Node [word=raining, frequency=1]
Node [word=rainstorm, frequency=1]
Node [word=raise, frequency=2]
Node [word=raised, frequency=3]
Node [word=raising, frequency=1]
Node [word=rampages, frequency=1]
Node [word=ran, frequency=4]
Node [word=rang, frequency=8]
Node [word=rank, frequency=1]
Node [word=rapid, frequency=1]
Node [word=rapidity, frequency=3]
Node [word=rapidly, frequency=3]
Node [word=rare, frequency=2]
Node [word=rarely, frequency=1]
Node [word=rarest, frequency=1]
Node [word=rascal, frequency=1]
Node [word=rash, frequency=1]
Node [word=rate, frequency=14]
Node [word=rates, frequency=1]
Node [word=rather, frequency=20]
Node [word=rattled, frequency=1]
Node [word=raw, frequency=4]
Node [word=razing, frequency=1]
Node [word=reach, frequency=4]
Node [word=reached, frequency=7]
Node [word=reaches, frequency=1]
Node [word=reaching, frequency=1]
Node [word=read, frequency=13]
Node [word=readily, frequency=4]
Node [word=reading, frequency=6]
Node [word=reads, frequency=1]
Node [word=ready, frequency=7]
Node [word=real, frequency=5]
Node [word=reality, frequency=1]
Node [word=realize, frequency=1]
Node [word=realized, frequency=3]
Node [word=realizedand, frequency=1]
Node [word=really, frequency=20]
Node [word=reared, frequency=1]
Node [word=reason, frequency=8]
Node [word=reasoned, frequency=1]
Node [word=reasoning, frequency=1]
Node [word=reasons, frequency=6]
Node [word=reassured, frequency=1]
Node [word=rebuild, frequency=1]
Node [word=rebuilding, frequency=1]
Node [word=rebuke, frequency=1]
Node [word=rebuking, frequency=1]
Node [word=recalcitrant, frequency=2]
Node [word=receive, frequency=1]
Node [word=received, frequency=6]
Node [word=receiving, frequency=1]
Node [word=recent, frequency=9]
Node [word=recently, frequency=2]
Node [word=reception, frequency=3]
Node [word=recesses, frequency=2]
Node [word=recital, frequency=1]
Node [word=recitation, frequency=1]
